SkyWest Airlines Inc. (2003 - ),17881.0
Southwest Airlines Co. (1979 - ),17698.0
American Airlines Inc. (1960 - ),16348.0
JetBlue Airways (2000 - ),10282.0
United Air Lines Inc. (1960 - ),4619.0
