"North Bend/Coos Bay, OR: Southwest Oregon Regional",47.46666666666667
"Meridian, MS: Key Field",32.72941176470588
"Beaumont/Port Arthur, TX: Jack Brooks Regional",28.816666666666666
"Atlantic City, NJ: Atlantic City International",28.019543973941367
"Eugene, OR: Mahlon Sweet Field",23.972602739726028
